C:\Users\peter\Desktop\Touchscreen DOE\Subject Data\Children\TDOE_2_25_19.emrg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Name,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,Blank1,BLANK1.OffsetDelay,BLANK1.OffsetTime,BLANK1.OnsetDelay,BLANK1.OnsetTime,Blank2,BLANK2.OffsetDelay,BLANK2.OffsetTime,BLANK2.OnsetDelay,BLANK2.OnsetTime,Blank3,BothSelected,BothStims.RT,BothStims.RTTime,ComparisonStimuli.ACC,ComparisonStimuli.CRESP,ComparisonStimuli.DurationError,ComparisonStimuli.OnsetDelay,ComparisonStimuli.OnsetTime,ComparisonStimuli.OnsetToOnsetTime,ComparisonStimuli.RESP,ComparisonStimuli.RT,ComparisonStimulus,CorrectAnswer,CorrectAnswerL,CorrectAnswerR,CSCheck,DOP,DOP.Cycle,DOP.Sample,FbMovie,FeedbackWrong,Fixation,LeftResponseStim.RT,LeftResponseStim.RTTime,LeftResponseStimulus,Prac,Prac.Cycle,Prac.Sample,PracSampleStim.OffsetDelay,PracSampleStim.OffsetTime,PracSampleStim.OnsetDelay,PracSampleStim.OnsetTime,Procedure,ResponseStimulus,ResponseStimulus.RT,ResponseStimulus.RTTime,RightResponseStim.RT,RightResponseStim.RTTime,RightResponseStimulus,Running,SampleStimulus,SampleStimulus.OffsetDelay,SampleStimulus.OffsetTime,SampleStimulus.OnsetDelay,SampleStimulus.OnsetTime
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,11,Blank1.png,0,112162,31,111662,Blank2.png,0,113679,0,113179,Blank3.png,,,,0,,0,33,113712,5016,TimedOut,5000,CS_Take3.png,Right,,,CSR_Take3.png,1,1,9,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,0,112179,17,112179
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,12,Blank1.png,0,121595,33,121095,Blank2.png,0,123128,16,122628,Blank3.png,,,,0,,-999999,33,123161,0,Right,2262,CS_Take3.png,Left,,,CSL_Take3.png,2,1,10,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,121612,17,121612
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,13,Blank1.png,0,128311,30,127811,Blank2.png,0,129828,0,129328,Blank3.png,,,,0,,-999999,33,129861,0,Right,660,CS_Take3.png,Left,,,CSL_Take3.png,2,1,11,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,128328,17,128328
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,14,Blank1.png,0,133427,30,132927,Blank2.png,0,134944,0,134444,Blank3.png,,,,0,,0,33,134977,5016,TimedOut,5000,CS_Take3.png,Right,,,CSR_Take3.png,1,1,12,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,0,133444,17,133444
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,15,Blank1.png,0,142860,31,142360,Blank2.png,0,144393,16,143893,Blank3.png,,,,0,,0,33,144426,5017,TimedOut,5000,CS_Take3.png,Right,,,CSR_Take3.png,1,1,13,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,0,142877,17,142877
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,16,Blank1.png,0,152309,16,151809,Blank2.png,0,153826,0,153326,Blank3.png,,,,0,,-999999,33,153859,0,Right,4125,CS_Take3.png,Left,,,CSL_Take3.png,2,1,14,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,152326,17,152326
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,17,Blank1.png,0,160842,17,160342,Blank2.png,0,162358,0,161858,Blank3.png,,,,0,,-999999,34,162392,0,Right,1195,CS_Take3.png,Left,,,CSL_Take3.png,2,1,15,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,1,160859,16,160858
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,18,Blank1.png,0,166475,29,165975,Blank2.png,0,167991,0,167491,Blank3.png,,,,1,,-999999,34,168025,0,Right,1066,CS_Take3.png,Right,,,CSR_Take3.png,1,1,16,Trolls01.avi,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,0,166491,16,166491
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,19,Blank1.png,0,176557,29,176057,Blank2.png,0,178090,16,177590,Blank3.png,,,,0,,-999999,34,178124,0,Right,986,CS_Take3.png,Left,,,CSL_Take3.png,2,1,17,Moana,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,176574,17,176574
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,20,Blank1.png,0,182007,17,181507,Blank2.png,0,183523,0,183023,Blank3.png,,,,0,,-999999,34,183557,0,Left,1518,CS_Take3.png,Right,,,CSR_Take3.png,1,1,18,Trolls,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Square_Solid.png,1,182024,16,182023
DOP_Adults_PracTrials_MLTR,19990001,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312958</Frequency><Timestamp dt:dt=""r8"">18525195186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-01-10T22:20:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",DOP_Adults_PracTrials_MLTR-19990001-1,60.009,1.0.0.3123,1,19990001,1345992255,Professional,2.0.10.353,2.0.10.353,1/10/19,,17:20:46,2.0.10.248,21,Blank1.png,0,187973,17,187473,Blank2.png,0,189489,-1,188989,Blank3.png,,,,1,,-999999,34,189523,0,Left,1365,CS_Take3.png,Left,,,CSL_Take3.png,2,1,19,Moana01.avi,FeedbackWrong.png,Fixation.png,,,,,,,,,,,DOPProc,,,,,,,DOP,Circle_Solid.png,0,187990,17,187990
